Rk,Coach,School,Conf,W,L,Pct,Notes
113,Mike Bloomgren,Rice,CUSA,3,9,.250,
114,Geoff Collins,Georgia Tech,ACC,3,9,.250,
115,Pat Fitzgerald,Northwestern,Big Ten,3,9,.250,
116,Mike Locksley,Maryland,Big Ten,3,9,.250,
117,Scot Loeffler,Bowling Green,MAC,3,9,.250,
118,Derek Mason,Vanderbilt,SEC,3,9,.250,
119,Les Miles,Kansas,Big 12,3,9,.250,
120,Jake Spavital,Texas State,Sun Belt,3,9,.250,
121,Odell Haggins,Florida State,ACC,2,2,.500,
122,Chad Morris,Arkansas,SEC,2,8,.200,
123,Steve Campbell,South Alabama,Sun Belt,2,10,.167,
124,Bob Davie,New Mexico,MWC,2,10,.167,
125,Randy Edsall,Connecticut,American,2,10,.167,
126,Doug Martin,New Mexico State,,2,10,.167,
127,Shawn Clark,Appalachian State,Sun Belt,1,0,1.000,
128,Chris Ash,Rutgers,Big Ten,1,3,.250,
129,Nunzio Campanile,Rutgers,Big Ten,1,7,.125,
130,Walt Bell,Massachusetts,Ind,1,11,.083,
131,Dana Dimel,UTEP,CUSA,1,11,.083,
132,Bobby Wilder,Old Dominion,CUSA,1,11,.083,
133,Tom Arth,Akron,MAC,0,12,.000,
134,Rich Gunnell,Boston College,ACC,0,1,.000,
135,Barry Lunney Jr.,Arkansas,SEC,0,2,.000,
