Player,Team,Year,Years,,Value,APY,Guaranteed,,APY as % Of,,Inflated,Inflated,Inflated
Ryan Cooper,Ravens,2024,1,,"$256,667 ","$256,667 ",$0 ,,0.10%,,"$273,852 ","$273,852 ",$0 
Ryan Cooper,Ravens,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$240,065 ","$240,065 ",$0 
Ryan Cooper,Seahawks,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$240,065 ","$240,065 ",$0 
Ronald Darby,Jaguars,2024,2,,"$8,500,000 ","$4,250,000 ","$5,500,000 ",,1.70%,,"$9,069,107 ","$4,534,554 ","$5,868,246 "
Roderic Teamer,Saints,2024,1,,"$1,125,000 ","$1,125,000 ",$0 ,,0.40%,,"$1,200,323 ","$1,200,323 ",$0 
Roderic Teamer,Saints,2024,1,,"$324,000 ","$324,000 ",$0 ,,0.10%,,"$345,693 ","$345,693 ",$0 
Roderic Teamer,Saints,2024,1,,"$324,000 ","$324,000 ",$0 ,,0.10%,,"$345,693 ","$345,693 ",$0 
Rod Gattison,Titans,2024,3,,"$2,832,500 ","$944,167 ","$7,500 ",,0.40%,,"$3,022,147 ","$1,007,383 ","$8,002 "
Rock Ya-Sin,49ers,2024,1,,"$1,292,500 ","$1,292,500 ","$1,056,250 ",,0.50%,,"$1,379,038 ","$1,379,038 ","$1,126,970 "
Rock Ya-Sin,49ers,2024,1,,"$1,196,250 ","$1,196,250 ",$0 ,,0.50%,,"$1,276,343 ","$1,276,343 ",$0 
Robert Rochell,Packers,2024,1,,"$1,055,000 ","$1,055,000 ",$0 ,,0.40%,,"$1,125,636 ","$1,125,636 ",$0 
Robert Rochell,Packers,2024,1,,"$1,055,000 ","$1,055,000 ",$0 ,,0.40%,,"$1,125,636 ","$1,125,636 ",$0 
Robert Rochell,Packers,2024,1,,"$1,055,000 ","$1,055,000 ",$0 ,,0.40%,,"$1,125,636 ","$1,125,636 ",$0 
Robert Rochell,Packers,2024,1,,"$458,022 ","$458,022 ",$0 ,,0.20%,,"$488,688 ","$488,688 ",$0 
Robert Rochell,Packers,2024,1,,"$420,711 ","$420,711 ",$0 ,,0.20%,,"$448,879 ","$448,879 ",$0 
Robert Rochell,Packers,2024,1,,"$383,400 ","$383,400 ",$0 ,,0.20%,,"$409,070 ","$409,070 ",$0 
Robert Rochell,Packers,2024,1,,"$383,400 ","$383,400 ",$0 ,,0.20%,,"$409,070 ","$409,070 ",$0 
Robert Rochell,Packers,2024,1,,"$383,400 ","$383,400 ",$0 ,,0.20%,,"$409,070 ","$409,070 ",$0 
Robert Javier,Titans,2024,3,,"$2,832,500 ","$944,167 ","$7,500 ",,0.40%,,"$3,022,147 ","$1,007,383 ","$8,002 "
Ro Torrence,Seahawks,2024,3,,"$2,831,000 ","$943,667 ","$10,000 ",,0.40%,,"$3,020,546 ","$1,006,849 ","$10,670 "
Ro Torrence,Bears,2024,1,,"$795,000 ","$795,000 ",$0 ,,0.30%,,"$848,228 ","$848,228 ",$0 
Ro Torrence,Bears,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$240,065 ","$240,065 ",$0 
Rico Payton,Saints,2024,3,,"$2,845,000 ","$948,333 ","$45,000 ",,0.40%,,"$3,035,484 ","$1,011,827 ","$48,013 "
Renardo Green,49ers,2024,4,,"$6,389,874 ","$1,597,469 ","$3,347,629 ",,0.60%,,"$6,817,700 ","$1,704,426 ","$3,571,765 "
Rejzohn Wright,Saints,2024,2,,"$1,755,000 ","$877,500 ",$0 ,,0.30%,,"$1,872,504 ","$936,252 ",$0 
Reese Taylor,Broncos,2024,1,,"$795,000 ","$795,000 ",$0 ,,0.30%,,"$848,228 ","$848,228 ",$0 
Reese Taylor,Broncos,2024,1,,"$256,667 ","$256,667 ",$0 ,,0.10%,,"$273,852 ","$273,852 ",$0 
Reese Taylor,Broncos,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$240,065 ","$240,065 ",$0 
Reddy Steward,Bears,2024,3,,"$2,842,500 ","$947,500 ","$12,500 ",,0.40%,,"$3,032,816 ","$1,010,939 ","$13,337 "
Reddy Steward,Bears,2024,1,,"$256,667 ","$256,667 ",$0 ,,0.10%,,"$273,852 ","$273,852 ",$0 
Reddy Steward,Bears,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$240,065 ","$240,065 ",$0 
Rayshad Williams,Raiders,2024,3,,"$2,830,000 ","$943,333 ",$0 ,,0.40%,,"$3,019,479 ","$1,006,493 ",$0 
Rachad Wildgoose,Lions,2024,1,,"$985,000 ","$985,000 ",$0 ,,0.40%,,"$1,050,949 ","$1,050,949 ",$0 
Qwan'Tez Stiggers,Jets,2024,4,,"$4,274,276 ","$1,068,569 ","$254,276 ",,0.40%,,"$4,560,455 ","$1,140,114 ","$271,301 "
Quinyon Mitchell,Eagles,2024,4,,"$14,818,096 ","$3,704,524 ","$14,818,096 ",,1.50%,,"$15,810,224 ","$3,952,556 ","$15,810,224 "
Quinton Newsome,Broncos,2024,3,,"$2,845,000 ","$948,333 ","$100,000 ",,0.40%,,"$3,035,484 ","$1,011,827 ","$106,695 "
Quinton Newsome,Broncos,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$240,065 ","$240,065 ",$0 
Quinton Newsome,Broncos,2024,1,,"$225,000 ","$225,000 ",$0 ,,0.10%,,"$240,065 ","$240,065 ",$0 
Quavian White,Cardinals,2024,1,,"$795,000 ","$795,000 ",$0 ,,0.30%,,"$848,228 ","$848,228 ",$0 
Quandre Mosely,Buccaneers,2024,2,,"$1,755,000 ","$877,500 ",$0 ,,0.30%,,"$1,872,504 ","$936,252 ",$0 
Quandre Mosely,Panthers,2024,1,,"$795,000 ","$795,000 ",$0 ,,0.30%,,"$848,228 ","$848,228 ",$0 
Patrick Surtain II,Broncos,2024,4,,"$96,000,000 ","$24,000,000 ","$77,499,565 ",,9.40%,,"$102,427,565 ","$25,606,891 ","$82,688,455 "
Parry Nickerson,Eagles,2024,1,,"$1,125,000 ","$1,125,000 ",$0 ,,0.40%,,"$1,200,323 ","$1,200,323 ",$0 
Parry Nickerson,Eagles,2024,1,,"$302,400 ","$302,400 ",$0 ,,0.10%,,"$322,647 ","$322,647 ",$0 
